Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
"Beans, liquid from stewed kidney beans",1,1,1,0,47,3.2,1.8,1.96,13,2,408,2.8,0.1,0,0
"Fish, whole (Alaska Native), blackfish",0,0,1,0,82,1.8,15.5,4.6,236,0,0,0,0,0,0
"Strawberry-flavor beverage mix, powder",1,0,0,0,389,0.2,0.1,0.44,4,38,6,99.1,0,0,95.45
"Sweeteners, liquid, fructose, tabletop",1,0,1,0,279,0,0,0.11,1,2,0,76.1,0.1,0,76
"Sauce, TABASCO, pepper, ready-to-serve",1,0,0,0,12,0.8,1.29,1.16,12,633,128,0.8,0.6,0,0.13
"Frozen novelties, fruit and juice bars",0,1,1,0,87,0.1,1.2,0.19,5,4,53,20.2,1,0,17.48
"Sourdock, young leaves (Alaska Native)",1,0,0,0,42,0.7,2.3,0.8,2,0,0,6.5,0,0,0
"Sweet Potato puffs, unprepared, frozen",0,1,1,0,161,3.6,1.36,0.4,57,250,248,30.72,1.9,0,7.65
 sandwich-type,1,0,0,0,484,22,7.6,3.1,0,582,66,65.7,2,0,16.7
"Mushrooms, with salt, cooked, shiitake",0,1,1,0,56,0.2,1.56,0.44,3,240,117,14.39,2.1,28,3.84
"Soup, condensed, canned, beef mushroom",1,0,0,0,61,2.4,4.6,0.7,4,709,126,5.2,0.2,0,0
"Fish, smoked, mixed species, whitefish",0,1,1,0,108,0.9,23.4,0.5,18,1019,423,0,0,512,0
"Soup, Chinese restaurant, hot and sour",0,1,1,1,39,1.2,2.58,0.64,19,376,55,4.35,0.5,5,0.42
"Oranges, all commercial varieties, raw",0,0,1,1,47,0.1,0.94,0.1,40,0,181,11.75,2.4,0,9.35
"Keikitos (muffins), Latino bakery item",0,0,1,0,467,25,6.81,0,0,0,0,53.16,1.2,0,25.81
"Cereals ready-to-eat, RALSTON TASTEEOS",0,0,1,0,357,5.4,10.71,32.14,357,571,607,75.5,10.7,286,3.57
"Cake, dry mix, chocolate, pudding-type",0,1,1,0,391,8.1,4.6,2.92,133,767,337,80.16,2.3,0,39.53
"Ice creams, soft-serve, french vanilla",0,1,1,1,222,13,4.1,0.21,131,61,177,22.2,0.7,29,21.16
"Ice creams, soft-serve, light, vanilla",0,1,1,0,126,2.6,4.9,0.06,157,70,221,21.8,0,0,18.69
"Seeds, partially defatted, sesame meal",0,1,1,1,567,48,16.96,14.55,153,39,406,26.04,0,0,0
"Gravy, country style cream, CAMPBELL'S",0,1,1,0,76,5.1,1.69,0,0,322,0,5.08,0,0,1.69
"Pasta mix, unprepared, Italian lasagna",0,1,1,0,356,2,10.9,2.87,52,1850,277,73.77,2.8,0,11.27
"Beverages, Kiwi Strawberry Juice Drink",1,0,1,0,47,0,0,0.15,0,11,14,12.26,0,0,11.63
"Beverages, FULL THROTTLE, Energy drink",1,0,1,0,46,0.1,0.25,0.02,13,35,3,12.08,0,0,12.08
"Snacks, wasabi-flavored, roasted, peas",1,1,1,0,432,14,14.11,3.8,123,300,732,62.2,3.8,0,14.11
"Sea lion, fat (Alaska Native), Steller",1,1,1,0,850,94,0.9,0,0,0,0,0,0,0,0
"PEPPERIDGE FARM, Cinnamon Swirl Bread",1,0,0,0,300,5,0.01,3.2,75,386,0,52.9,3.2,0,14.6
"English muffins, toasted, whole-wheat",0,1,1,0,221,2.3,9.6,2.66,288,396,228,44.1,7.3,0,8.79
"Willow, leaves in oil (Alaska Native)",1,1,1,0,592,61,2.6,0,0,0,0,8.1,0,0,0
"Fast foods, with egg and ham, biscuit",1,1,1,0,233,14,10.64,2.37,115,1093,166,16.37,0.4,25,2.2
"WORTHINGTON Chili, unprepared, canned",1,0,0,0,126,4.5,10.4,1.6,18,453,161,10.9,3.4,0,1.3
"Broccoli, unprepared, chopped, frozen",0,1,1,0,26,0.3,2.81,0.81,56,24,212,4.78,3,0,1.35
"Vitasoy USA Organic Nasoya, Soft Tofu",1,1,1,0,70,3.5,8.76,0,0,0,0,0.74,0.6,0,0.3
"Beef, raw, separable fat, retail cuts",1,0,0,0,674,71,8.21,0.72,26,26,96,0,0,11,0
"Tortilla chips, salted, plain, yellow",0,1,1,0,497,22,6.62,1.32,104,310,206,67.38,4.7,0,1.21
"Cookies, chocolate wafer, gluten-free",1,0,0,0,541,30,4.06,3.67,109,122,340,62.82,1.6,0,40.99
"Pineapple, traditional varieties, raw",1,1,1,0,45,0.1,0.55,0.25,13,1,125,11.82,0,0,8.29
"Apples, with skin, red delicious, raw",1,0,0,1,59,0.2,0.27,0.11,6,1,104,14.06,2.3,0,10.48
"Peas, raw, mature seeds, split, green",1,1,0,0,352,1.2,23.82,4.82,37,15,823,63.74,25.5,0,8
"Babyfood, junior, beef noodle, dinner",1,1,1,0,57,1.9,2.5,0.43,8,26,46,7.3,1.1,1,1.45
"Beans, raw, mature seeds, small white",0,1,1,0,336,1.2,21.11,7.73,173,12,1542,62.25,24.9,0,0
"Beerwurst, pork and beef, beer salami",1,0,0,0,277,23,14,1.73,27,881,244,3.76,0.9,36,0
"Rhubarb, leaves (Alaska Native), wild",1,1,1,0,61,0.5,4.2,0,0,0,0,9.9,0,0,0
"Beverages, caffeine free, cola, ZEVIA",1,0,0,0,0,0,0,0,0,6,0,1.13,0,0,0
"Fish, dry heat, cooked, walleye, pike",1,0,0,0,119,1.6,24.54,1.67,141,65,499,0,0,0,0
"USDA Commodity, smooth, Peanut Butter",1,0,0,0,588,50,21.93,2.16,54,476,592,23.98,5.7,0,6.5
"Fish, dried and salted, Atlantic, cod",0,1,1,0,290,2.4,62.82,2.5,160,7027,1458,0,0,161,0
"Fish, dry heat, cooked, Atlantic, cod",0,1,1,1,105,0.9,22.83,0.49,14,78,244,0,0,46,0
"Fish, granular, black and red, caviar",1,0,0,0,264,18,24.6,11.88,275,1500,181,4,0,117,0
"Beverages, Cran Lemonade, OCEAN SPRAY",0,1,1,0,45,0,0.07,0.03,2,52,10,11.12,0.6,0,10.4
"Snacks, unsalted, plain, potato chips",0,1,1,0,536,35,7,1.63,24,8,1275,52.9,4.8,0,0.22
"KEEBLER, Export Sodas Crackers, ZESTA",0,1,1,0,414,12,5.6,4.3,0,597,0,74,3.3,0,2.3
"Babyfood, strained, banana no tapioca",1,0,0,0,91,0.2,1,0.3,4,2,290,21.34,1.6,0,11.36
"USDA Commodity, canned, luncheon meat",1,0,0,0,189,13,17.5,0.97,5,820,300,1.04,0,0,0
"Restaurant, kung pao chicken, Chinese",1,0,0,0,129,7,9.76,0.76,20,402,218,6.87,1.5,0,3.03
"Potatoes, raw, flesh and skin, russet",1,1,0,0,79,0.1,2.14,0.86,13,5,417,18.07,1.3,0,0.62
"Cauliflower, with salt, cooked, green",0,1,1,1,32,0.3,3.04,0.72,32,259,278,6.28,3.3,0,0
"Waterchestnuts, raw, (matai), chinese",0,1,1,1,97,0.1,1.4,0.06,11,14,584,23.94,3,0,4.8
"Vegetables, unprepared, frozen, mixed",0,0,1,1,72,0.5,3.33,0.95,25,47,212,13.47,4,0,0
Ascidians (tunughnak) (Alaska Native),0,1,1,1,20,0.5,3.8,3.3,47,656,102,0,0,0,0
"Potatoes, unprepared, frozen, o'brien",0,1,1,0,76,0.1,1.83,1.03,13,33,249,17.47,1.9,0,0
"Ground turkey, raw, 15% fat, 85% lean",0,0,1,1,180,13,16.9,1.32,33,54,202,0,0,14,0
"Seeds, dried, watermelon seed kernels",0,0,1,1,557,47,28.33,7.28,54,99,648,15.31,0,0,0
"Candies, REESE'S NUTRAGEOUS Candy Bar",0,1,1,0,517,32,11.28,1.23,68,141,364,52.8,3.9,0,40.22
"Puddings, instant, dry mix, chocolate",0,0,1,1,378,1.9,2.3,1.29,12,1771,236,87.9,3.6,0,67.86
"Puddings, regular, dry mix, chocolate",0,0,1,1,362,2.1,2.6,1.82,53,479,209,89.3,4.5,0,42.88
"Snacks, barbecue-flavor, potato chips",1,1,1,0,487,31,6.51,1.36,32,545,1186,55.92,3.8,0,5.47
"Snacks, salted, plain, hard, pretzels",0,1,1,1,384,2.9,10.04,4.58,27,1240,223,80.39,3.4,0,2.21
"Gourd, raw, white-flowered (calabash)",0,1,1,1,14,0,0.62,0.2,26,2,150,3.39,0.5,0,0
"Cereals, dry, instant, CREAM OF WHEAT",0,1,1,1,366,1.4,10.6,28.6,357,571,115,75.5,3.3,0,0.4
"Pie, commercially prepared, blueberry",1,0,0,1,232,10,1.8,0.3,8,287,50,34.9,1,0,9.89
"Babyfood, junior, carrots, vegetables",1,0,0,0,32,0.2,0.8,0.39,23,49,202,7.2,1.7,0,3.16
"Veal, raw, separable lean only, shank",1,0,1,0,94,1.6,19.77,1.19,11,109,163,0,0,27,0
"Sauce, original, BULL'S-EYE, barbecue",0,0,1,0,170,0.7,0.91,0.69,43,1012,263,39.95,1,0,35.29
"Sauce, ready-to-serve, sweet and sour",0,0,1,0,150,0,0.27,0.21,10,371,99,38.22,0.1,0,18.75
"Pork, raw, 84% lean / 16% fat, ground",0,0,1,0,218,16,17.99,0.88,15,68,244,0.44,0,17,0
"MURRAY, Duplex Creme Sandwich Cookies",0,0,1,0,475,19,4.9,2.7,0,412,93,72.6,1.8,0,37.6
"Candies, KIT KAT BIG KAT Bar, HERSHEY",1,0,0,0,520,28,6.24,0.84,138,64,294,63.64,1.9,0,53.96
"Spanish rice mix, unprepared, dry mix",0,0,1,0,363,1.6,10.62,3.32,29,1085,445,76.45,3.1,0,3.83
"Fish, smoked, mixed species, sturgeon",0,1,1,,173,4.4,31.2,0.93,17,739,379,0,0,642,0
"Waffles, ready-to-heat, frozen, plain",1,0,0,0,285,9.7,6.47,5.61,308,638,125,42.98,2.2,0,4.91
"Gravy, microwavable, beef, CAMPBELL'S",1,0,0,0,42,1.7,1.69,0,0,475,0,5.08,0,0,1.69
"Snacks, salted, yucca (cassava) chips",0,1,1,0,515,26,1.34,0.72,52,296,868,69.23,3.7,0,3.36
"Candies, prepared-from-recipe, toffee",1,0,0,0,560,33,1.07,0.03,34,135,51,64.72,0,0,63.47
"Collards, unprepared, chopped, frozen",0,1,1,0,33,0.4,2.69,1.07,201,48,253,6.46,3.6,0,0
"Cornmeal, white, unenriched, degermed",0,1,1,0,370,1.8,7.11,1.1,3,7,142,79.45,3.9,0,1.61
"Soup, ready to serve, vegetable broth",0,1,1,0,5,0.1,0.24,0.06,3,296,19,0.93,0,0,0.55
"Lemonade, prepared with water, powder",1,0,0,0,14,0,0,0.01,4,6,6,3.59,0,0,3.5
"Peaches, drained, heavy syrup, canned",1,0,0,0,72,0.2,0.52,0.27,3,6,94,18.43,1.2,0,14.66
"Restaurant, onion rings, family style",1,1,1,0,356,19,4.89,0.71,21,692,142,40.72,2.6,0,4.68
"Frostings, dry mix, creamy, chocolate",0,0,1,0,389,5.2,1.3,1.19,11,76,180,92,2.4,0,0
"Beans, raw, mature seeds, red, kidney",1,0,0,0,337,1.1,22.53,6.69,83,12,1359,61.29,15.2,0,2.1
"Moose, braised (Alaska Native), liver",1,0,1,0,155,4.9,24.38,6.77,7,70,235,3.43,0,0,0
"Apples, unheated, unsweetened, frozen",1,0,0,0,48,0.3,0.28,0.18,4,3,77,12.31,1.3,0,10.1
"Oil, sunflower, mid-oleic, industrial",0,1,1,0,884,100,0,0.03,0,0,0,0,0,0,0
"Fish, dry heat, cooked, striped, bass",1,0,0,0,124,3,22.73,1.08,19,88,328,0,0,0,0
"Mouse nuts, seedlings (Alaska Native)",0,1,1,0,104,1.1,7.3,0,17,0,0,16.3,0,0,0
"Fast foods, breaded and fried, shrimp",1,0,0,0,308,19,7.84,0.86,29,897,82,27.99,0.7,1,0.1
"Peanut butter, with salt, chunk style",0,1,1,0,589,50,24.06,1.9,45,486,745,21.57,8,0,8.41
"Fish, dry heat, cooked, white, sucker",1,0,0,0,119,3,21.49,1.67,90,51,487,0,0,0,0
"Candies, with almonds, milk chocolate",0,1,1,0,526,34,9,1.63,224,74,444,53.4,6.2,0,43.9
"Babyfood, junior, turkey sticks, meat",0,1,1,1,188,14,13.7,0.92,83,440,120,1.4,0.5,15,1.4
"Chocolate, 45- 59% cacao solids, dark",0,0,1,1,546,31,4.88,8.02,56,24,559,61.17,7,0,47.9
"Babyfood, junior, tutti frutti, fruit",0,0,1,0,69,0.4,0.4,0.3,14,17,47,16,0.4,0,9.41
"Beef Pot Pie, prepared, frozen entree",0,0,1,0,220,11,7.25,1.25,14,365,115,22.05,0.8,0,0
"CRACKER BARREL, grilled sirloin steak",0,1,1,0,203,8.5,31.52,2.75,7,180,408,0,0,0,0
"PIZZA HUT 12"" Cheese Pizza, Pan Crust",0,1,1,1,280,13,11.73,1.86,208,624,168,29.93,1.7,0,3.21
"Bamboo shoots, drained solids, canned",0,1,1,0,19,0.4,1.72,0.32,8,7,80,3.22,1.4,0,1.89
"Balsam-pear (bitter gourd), raw, pods",0,1,1,1,17,0.2,1,0.43,19,5,296,3.7,2.8,0,0
"MURRAY, Chocolatey Chip Thins Cookies",0,1,1,0,466,16,7.1,3.3,0,439,93,73.6,2,2,23.2
"Fish, eggs (Alaska Native), whitefish",0,1,1,0,104,2.9,14.66,5.95,46,160,190,4.89,0,0,0
"Beverages, ready to drink, black, tea",1,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"Babyfood, orange and pineapple, juice",1,0,1,0,48,0.1,0.5,0.42,8,2,141,11.7,0.1,0,0
"Nuts, blanched, hazelnuts or filberts",1,1,1,0,629,61,13.7,3.3,149,0,658,17,11,0,3.49
"Restaurant, hash browns, family style",1,1,1,0,197,9,2.49,0.56,17,468,416,26.59,2.7,0,1.38
"New england brand sausage, beef, pork",1,0,0,0,161,7.6,17.27,0.94,7,1220,321,4.83,0,0,0
"Pancakes, prepared from recipe, plain",0,1,1,0,227,9.7,6.4,1.8,219,439,132,28.3,0,0,0
"McDONALD'S, Sausage McMUFFIN with Egg",1,1,1,0,274,18,12.59,1.97,172,572,171,17.28,0.9,0,1.57
"SPAGHETTIOS, SpaghettiOs plus Calcium",1,1,1,0,67,0.4,2.38,0.71,119,238,119,13.89,1.2,40,5.16
"USDA Commodity, frozen, Potato wedges",1,0,0,0,123,2.2,2.7,0.7,15,49,394,25.5,2,0,0.3
"Babyfood, strained, beets, vegetables",0,1,1,0,34,0.1,1.3,0.32,14,83,182,7.7,1.9,0,6.09
"Babyfood, toddler, dices, green beans",1,1,1,0,29,0.2,1.2,0.4,27,37,116,5.7,1.3,0,1.06
"Restaurant, cheese enchilada, Mexican",1,0,0,0,273,18,11.24,0.66,314,528,140,15.45,1.9,0,2.6
"Beef, cooked, breakfast strips, cured",0,1,1,0,449,34,31.3,3.14,9,2253,412,1.4,0,7,0
"Fish, meat (Alaska Native), devilfish",1,0,0,0,97,5.3,11.7,0.4,12,0,0,0,0,0,0
"Egg rolls, heated, refrigerated, pork",1,1,1,0,222,7.2,9.94,1.55,34,407,212,29.5,2.1,4,5.32
"McDONALD'S, Tangy Honey Mustard Sauce",1,0,0,1,167,5.8,1.32,0.42,23,383,49,28.81,2.7,0,21.88
"Baking chocolate, liquid, unsweetened",1,1,0,0,472,48,12.1,4.15,54,12,1166,36.2,18.1,0,0
"Babyfood, strained, applesauce, fruit",1,1,1,0,41,0.2,0.2,0.22,4,0,71,10.8,1.7,0,9.87
"Mollusks, raw, mixed species, scallop",0,1,1,0,69,0.5,12.06,0.38,6,392,205,3.18,0,1,0
"Soybeans, raw, sprouted, mature seeds",1,0,0,0,122,6.7,13.09,2.1,67,14,484,9.57,1.1,0,0
"Turkey, raw, meat and skin, dark meat",1,1,1,0,161,9,19.81,1,11,113,208,0.15,0,19,0.1
"Mollusks, raw, mixed species, abalone",1,0,0,0,105,0.8,17.1,3.19,31,301,250,6.01,0,0,0
"Macaroni, cooked, enriched, vegetable",1,0,0,0,128,0.1,4.53,0.49,11,6,31,26.61,4.3,0,1.15
"Custard-apple, raw, (bullock's-heart)",0,1,1,0,101,0.6,1.7,0.71,30,4,382,25.2,2.4,0,0
"Potatoes, with salt, skin only, baked",1,0,0,0,198,0.1,4.29,7.04,34,257,573,46.06,7.9,0,1.4
"TACO BELL, BURRITO SUPREME with steak",0,1,1,0,183,7.3,9.13,2,101,534,228,20.32,2.4,0,0
"Vitasoy USA, Organic Nasoya Firm Tofu",0,1,1,0,84,4.4,8.9,0,0,0,0,2.3,0.8,0,0.3
"Gravy, ready-to-serve, canned, turkey",0,1,1,0,51,2.1,2.6,0.7,4,577,109,5.1,0.4,0,0.21
"PIZZA HUT 14"" Cheese Pizza, Pan Crust",1,0,0,0,276,11,10.85,2.47,192,580,170,32.85,2.1,0,2.47
"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",1,0,0,0,403,11,9.38,5.65,65,195,328,66.72,7.5,31,32.45
"Bananas, or banana powder, dehydrated",1,0,0,0,346,1.8,3.89,1.15,22,3,1491,88.28,9.9,0,47.3
"Soup, powder, dry, cream of vegetable",1,1,0,0,446,24,8,2.6,134,4957,408,52.1,3,0,17.51
"Babyfood, strained, with eggs, cereal",0,1,1,1,58,1.5,2.2,0.54,27,38,44,8,0,0,0
"Babyfood, dry fortified, rice, cereal",0,1,1,1,390,2.2,6.65,53.01,860,32,281,83.14,1.3,341,4.85
SILK Vanilla soy yogurt (family size),0,0,1,1,79,1.8,2.64,0.48,132,13,0,13.66,0.4,53,10.57
"Snack, hard chocolate coated, Pretzel",0,1,1,1,467,18,7.05,2.54,141,494,199,70.07,3.5,0,38.8
"Frozen yogurts, soft-serve, chocolate",0,1,1,0,160,6,4,1.25,147,98,261,24.9,2.2,0,0
"Tomato juice, with salt added, canned",0,0,1,1,17,0.3,0.85,0.39,10,253,217,3.53,0.4,0,2.58
"Tamales, masa and pork filling (Hopi)",0,0,1,1,168,4.7,13.19,0.66,18,298,250,18.28,3.3,0,1.57
"Beverages, Protein powder whey based",0,1,1,0,352,1.6,78.13,1.13,469,156,500,6.25,3.1,0,0
"Broccoli, unprepared, spears, frozen",0,0,1,1,29,0.3,3.06,0.72,41,17,250,5.35,3,0,1.47
"Vitasoy USA Nasoya, Lite Silken Tofu",0,0,1,1,43,1.1,8.21,0.87,394,79,0,0,0,153,0
"Vitasoy USA Azumaya, Extra Firm Tofu",1,1,1,0,88,4.6,10.07,0,0,0,0,1.53,0.9,0,0.5
"Taro, without salt, cooked, tahitian",0,1,1,1,44,0.7,4.16,1.56,149,54,623,6.85,0,0,0
"Bread, whole wheat, french or vienna",0,1,1,1,239,1,8.33,0.75,42,375,163,49.1,4.2,0,0
"Water, NAYA, non-carbonated, bottled",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Fast foods, french toast with butter",1,0,0,1,264,14,7.66,1.4,54,380,131,26.7,0,0,0
"Soup, dry, chicken broth or bouillon",1,0,0,0,267,14,16.66,1.03,187,23875,309,18.01,0,0,17.36
"Apples, with skin, granny smith, raw",1,0,1,0,58,0.2,0.44,0.15,5,1,120,13.61,2.8,0,9.59
"Soup, restaurant-prepared, shark fin",0,0,1,0,46,2,3.2,0.94,10,501,53,3.8,0,0,0
"Soup, dry, beef flavor, ramen noodle",0,0,1,0,441,18,10.06,3.93,21,1727,177,60.34,3,0,1.99
"Gravy, savory beef, HEINZ Home Style",0,0,1,0,39,1.1,1.09,0.13,6,587,22,6.24,0.7,0,0.52
"Babyfood, with calcium, apple, juice",0,0,1,0,46,0.1,0.06,0.2,127,3,92,11.1,0.4,0,9
"ARBY'S, classic, roast beef sandwich",1,0,0,0,242,10,15.17,2.64,55,653,224,22.21,1.3,0,3.84
"McDONALD'S, Crispy, RANCH SNACK WRAP",0,0,1,0,275,15,11.48,1.47,88,607,173,23.22,1.3,0,2.48
"Maraschino cherries, drained, canned",0,1,1,,165,0.2,0.22,0.43,54,4,21,41.97,3.2,0,38.77
"Muffins, commercially prepared, corn",1,0,0,0,305,8.4,5.9,2.81,74,467,69,51,3.4,0,17.78
"Pork sausage, cooked, reduced sodium",1,0,0,0,271,22,9.41,0.85,0,294,160,8.13,0,30,0
"Cornmeal, yellow, enriched, degermed",0,1,1,0,370,1.8,7.11,4.36,3,7,142,79.45,3.9,0,1.61
"BEAR NAKED, Double Chocolate Cookies",1,0,0,0,423,17,6.6,3.7,0,200,471,66.9,7,8,35.2
"Soup, with water, low sodium, tomato",0,1,1,0,30,0.3,0.79,0.54,8,33,112,6.57,0.6,0,3.97
"TACO BELL, BURRITO SUPREME with beef",0,1,1,0,183,6.8,7.03,1.82,90,451,204,23.37,3.7,0,2.1
"MURRAY, Shortbread Bites, SUGAR FREE",0,1,1,0,371,16,6.5,3,0,518,104,75.3,14.9,0,1.2
"WENDY'S, with cheese, CLASSIC DOUBLE",1,0,0,0,241,14,16.52,2.94,58,422,214,11.71,1.1,0,0
"Potatoes, raw, flesh and skin, white",1,0,0,0,69,0.1,1.68,0.52,9,16,407,15.71,2.4,0,1.15
"Potatoes, baked, flesh and skin, red",1,1,1,0,89,0.2,2.3,0.7,9,12,545,19.59,1.8,0,1.43
"APPLEBEE'S, 9 oz house sirloin steak",0,0,1,0,189,9.1,26.85,2.07,16,604,350,0,0,0,0
"Soup, condensed, canned, beef noodle",1,0,0,0,67,2.5,3.85,0.88,12,653,79,7.16,0.6,0,2.06
"Pork sausage, unprepared, link/patty",1,0,1,0,288,25,15.39,1.02,8,739,307,0.93,0,57,0.93
"Pork and beef sausage, cooked, fresh",1,0,0,0,396,36,13.8,1.13,10,929,189,2.7,0,28,0
"Danish pastry, unenriched, raspberry",0,1,1,0,371,19,5.4,0.75,46,354,83,47.8,1.9,0,0
"Potatoes, solids and liquids, canned",1,0,0,0,44,0.1,1.2,0.72,39,217,205,9.89,1.4,0,0
"Babyfood, Baby MUM MUM Rice Biscuits",0,1,1,0,391,0.9,12.5,0,0,313,504,83.21,0,0,12.5
"Snacks, unsalted, regular, trail mix",1,0,0,0,462,29,13.8,3.05,78,10,685,44.9,0,0,0
"Ground turkey, raw, 7% fat, 93% lean",0,1,1,0,150,8.3,18.73,1.17,21,69,213,0,0,14,0
"Soup, condensed, canned, oyster stew",1,0,0,0,48,3.1,1.72,0.8,18,722,40,3.32,0,0,0
"KELLOGG'S, Blueberry, Pancakes, EGGO",0,1,1,0,245,7.4,5.3,5.1,76,480,50,39.9,1,0,10.1
"McDONALD'S, Sausage Biscuit with Egg",0,1,1,1,311,22,11.27,2.03,58,664,165,19.28,0.8,0,1.43
"Soup, condensed, canned, tomato rice",0,0,1,1,93,2.1,1.64,0.62,18,635,257,17.08,1.3,0,5.9
"KELLOGG'S, Strawberry, Waffles, EGGO",0,0,1,0,265,8.7,5.5,6.4,143,525,71,41.6,1.1,2,9.3
"KASHI, Zesty Salsa, Pita Crisps, TLC",0,0,1,0,381,9.3,11,2.7,0,585,181,71.6,15.3,0,2.9
"Babyfood, strained, peas, vegetables",0,1,1,0,50,0.4,3.27,0.95,18,5,106,8.36,2,0,2.01
"Mollusks, raw, wild, eastern, oyster",0,1,1,1,51,1.7,5.71,4.61,59,85,156,2.72,0,1,0.62
"Alcoholic beverage, red, table, wine",0,1,1,0,85,0,0.07,0.46,8,4,127,2.61,0,0,0.62
"Beef, smoked, cooked, sausage, cured",0,1,1,1,312,27,14.11,1.76,7,1131,176,2.42,0,0,0
"Fast foods, miniature cinnamon rolls",0,1,1,0,403,18,7.02,2.55,54,554,131,53.38,2.2,0,17.98
"Caribou, raw (Alaska Native), tongue",0,1,1,0,260,23,13.7,2.8,6,0,0,0,0,0,0
"Beverages, diet, lemon, instant, tea",1,0,1,0,2,0,0.02,0.05,3,6,14,0.44,0,0,0.01
"Snacks, corn, brown rice, rice cakes",1,0,1,0,385,3.2,8.4,1.17,9,167,275,81.2,2.9,0,0
"Lean Pockets, Meatballs & Mozzarella",1,1,1,0,240,7.7,10.49,2.06,196,557,221,32.28,2,0,8.81
"Chili with beans, microwavable bowls",1,1,1,0,100,3.7,5.85,1.13,34,385,245,10.88,2.9,0,1.84
"Frozen novelties, orange, juice type",1,0,0,0,95,0,0.5,0.47,9,8,100,23.17,0.1,0,19.99
"Babyfood, junior, squash, vegetables",0,1,1,0,24,0.2,0.81,0.32,24,5,185,5.73,0.9,0,3.24
"Cheese, cheddar or colby",1,1,1,0,398,33,24.35,0.72,703,21,112,1.91,0,24,0.49
"Pork, raw, 96% lean / 4% fat, ground",1,1,1,0,121,4,21.1,0.86,15,67,310,0.21,0,4,0
"KEEBLER, Dash of Salt Crackers, CLUB",1,0,0,0,490,22,6.8,4.2,0,432,228,66.3,2.1,0,7.3
"MURRAY, Lemon Creme Sandwich Cookies",0,1,1,0,479,19,4.7,2.2,0,308,50,73.7,1.2,0,37.8
"Noodles, dry, enriched, spinach, egg",1,1,1,0,382,4.6,14.61,4.2,56,72,355,70.32,6.8,0,0
"Veal, raw, separable fat, Australian",1,0,0,0,509,52,9.91,0.93,2,44,0,0,0,0,0
"Pineapple, sweetened, chunks, frozen",0,1,1,0,86,0.1,0.4,0.4,9,2,100,22.2,1.1,0,21.1
"Sauce, ready-to-serve, canned, pizza",1,0,0,0,54,1.2,2.18,0.9,54,348,354,8.66,2,0,3.78
"Chocolate, 70-85% cacao solids, dark",1,1,1,0,598,43,7.79,11.9,73,20,715,45.9,10.9,0,23.99
"Seeds, dried, safflower seed kernels",1,0,0,1,517,38,16.18,4.9,78,3,687,34.29,0,0,0
"Waffles, prepared from recipe, plain",1,1,0,0,291,14,7.9,2.31,255,511,159,32.9,0,0,0
"Ostrich, pan-broiled, cooked, ground",1,1,1,0,175,7.1,26.15,3.43,8,80,323,0,0,4,0
"Gravy, fat free, chicken, CAMPBELL'S",0,1,1,0,25,0,1.69,0,0,525,0,5.08,0,0,0
"Candies, prepared-from-recipe, taffy",1,0,0,0,397,3.3,0.03,0.01,8,52,3,91.56,0,0,68.48
"PACE, Jalapenos Nacho Sliced Peppers",1,1,1,0,13,0,0,0,67,1000,0,3.33,3.3,0,3.33
"Cream substitute, powdered, flavored",1,0,0,0,482,21,0.68,0.63,5,123,90,75.42,1.2,0,58.01
"Lima beans, raw, mature seeds, large",1,0,0,0,338,0.7,21.46,7.51,81,18,1724,63.38,19,0,8.5
"Artificial Blueberry Muffin Mix, dry",1,0,0,0,407,8.7,4.7,0,0,0,0,77.45,0,0,0
"Beverages, canned, grape juice drink",0,1,1,0,57,0,0,0.13,7,9,33,14.55,0.1,0,14.11
"Cheese, with fruit, creamed, cottage",0,1,1,1,97,3.9,10.69,0.16,53,344,90,4.61,0.2,0,2.38
"Formulated bar, chocolate, POWER BAR",1,0,0,0,363,3.1,14.15,11.7,504,308,362,69.63,5.7,0,30.07
"Snacks unsalted, sweet potato chips",0,1,1,0,532,32,2.94,2.12,59,35,925,56.82,8.8,0,8.82
"Alcoholic beverage, canned, daiquiri",0,1,1,0,125,0,0,0.01,0,40,11,15.7,0,0,0
Turnip greens,0,1,1,0,19,0.3,1.36,1.51,118,29,141,2.81,1.3,0,0.42
"Chicken, raw, meat and skin, stewing",1,0,0,0,258,20,17.55,1.04,10,71,204,0,0,0,0
"Babyfood, toddler, beef stew, dinner",1,0,0,0,51,1.2,5.1,0.72,9,106,142,5.5,1.1,1,1.39
"Snacks, mixed flavors, granola bites",1,0,0,0,451,18,7.17,1.56,41,167,285,66.27,5.7,1,30
"CAMPBELL'S, low sodium, Tomato juice",1,1,0,0,21,0,0.82,0.15,8,58,379,4.12,0.8,0,2.88
"Beverages, bottled, Whiskey sour mix",0,1,1,1,87,0.1,0.1,0.11,2,102,28,21.4,0,0,21.4
"Fish, dry heat, cooked, chum, salmon",0,1,1,1,154,4.8,25.82,0.71,14,64,550,0,0,0,0
"Fish, dry heat, cooked, pink, salmon",0,0,1,1,153,5.3,24.58,0.45,8,90,439,0,0,522,0
